file_name,image_name,extension,climate_variable,indicator,measure,statistic,temporal_scale,plot_type,quick_access_title,ACR_common_figure,common_figure,slide_sort,slide_title,slide_subheading
avg_SM.in-Monthly-line.png,avg_SM.in-Monthly-line,png,Water Balance,SM,in,Delta,Mon,Line,Water Balance_SM_in_Delta_Mon_Line,Yes,No,86,"LEAD TO FILL IN (e.g., Monthly average soil moisture decreases in the hot dry climate future)",Soil moisture is the amount of water stored in the ground that can be used
SM.in-spaghetti.jpg,SM.in-spaghetti,jpg,Water Balance,SM,DOY,Raw,Day,Line,Water Balance_SM_DOY_Raw_Day_Line,No,No,87,"LEAD TO FILL IN (e.g., Daily soil moisture decreases in the hot dry climate future)",Soil moisture is the amount of water stored in the ground that can be used
avg_SM.in-Density.png,avg_SM.in-Density,png,Water Balance,SM,Density,Avg,Ann,Area,Water Balance_SM_Density_Avg_Ann_Area,No,No,88,"LEAD TO FILL IN (e.g., Average soil moisture decreases in the hot dry climate future)",Soil moisture is the amount of water stored in the ground that can be used
VPDDelta-Monthly-bar.png,VPDDelta-Monthly-bar,png,Water Balance,VPD,kPa,Delta,Mon,Bar,Water Balance_VPD_kPa_Delta_Mon_Bar,Yes,No,89,"LEAD TO FILL IN (e.g., Water stress (and fire and drought risk) increases across all months in both climate futures)","Vapor pressure deficit (VPD) is a measure of how ""thirsty"" the air is for moisture"
VPDDelta-Seasonal-bar.png,VPDDelta-Seasonal-bar,png,Water Balance,VPD,kPa,Delta,Seas,Bar,Water Balance_VPD_kPa_Delta_Seas_Bar,No,No,90,"LEAD TO FILL IN (e.g., Water stress (and fire and drought risk) increases across all seasons in both climate futures)","Vapor pressure deficit (VPD) is a measure of how ""thirsty"" the air is for moisture"
DroughtDuration-Bar.png,DroughtDuration-Bar,png,Drought,SPEI,Duration,Avg,Ann,Bar,Drought_SPEI_Duration_Avg_Ann_Bar,No,No,91,"LEAD TO FILL IN (e.g., Drought duration increases in the hot dry climate future)","Add any relevant context or delete text box, then resize figure"
DroughtFrequency-Bar.png,DroughtFrequency-Bar,png,Drought,SPEI,Frequency,Avg,Ann,Bar,Drought_SPEI_Frequency_Avg_Ann_Bar,No,No,92,"LEAD TO FILL IN (e.g., Drought-free intervals increase in the warm wet climate future)","Add any relevant context or delete text box, then resize figure"
DroughtIntensity-Bar.png,DroughtIntensity-Bar,png,Drought,SPEI,Intensity,Avg,Ann,Bar,Drought_SPEI_Intensity_Avg_Ann_Bar,No,No,93,"LEAD TO FILL IN (e.g., Drought intensity increases in the hot dry climate future)","Add any relevant context or delete text box, then resize figure"
DroughtSeverity-Bar.png,DroughtSeverity-Bar,png,Drought,SPEI,Severity,Avg,Ann,Bar,Drought_SPEI_Severity_Avg_Ann_Bar,No,No,94,"LEAD TO FILL IN (e.g., Drought severity increases in the hot dry climate future)","Add any relevant context or delete text box, then resize figure"
Drought-characteristics-panel.png,Drought-characteristics-panel,png,Drought,SPEI,DurFreqSev,Avg,Ann,Bar,Drought_SPEI_DurFreqSev_Avg_Ann_Bar,Yes,No,95,"LEAD TO FILL IN (e.g., Drought characteristics intensify in the hot dry climate future)","Add any relevant context or delete text box, then resize figure"
DroughtCharacteristics-2-Panel.png,DroughtCharacteristics-2-Panel,png,Drought,SPEI,DurFreqSev,Var.Avg,Ann,TS.Bar.Horz,Drought_SPEI_DurFreqSev_Var.Avg_Ann_TS.Bar.Horz,No,No,96,"LEAD TO FILL IN (e.g., Drought characteristics intensify in the hot dry climate future)","Add any relevant context or delete text box, then resize figure"
DroughtCharacteristics-1-Panel.png,DroughtCharacteristics-1-Panel,png,Drought,SPEI,DurFreqSev,Var.Avg,Ann,TS.Bar.Vert,Drought_SPEI_DurFreqSev_Var.Avg_Ann_TS.Bar.Vert,No,No,97,"LEAD TO FILL IN (e.g., Drought characteristics intensify in the hot dry climate future)","Add any relevant context or delete text box, then resize figure"
SPEI-CF1-Annual-bar.png,SPEI-CF1-Annual-bar,png,Drought,SPEI,CF1-mid,Variability,Ann,Bar,Drought_SPEI_CF1-mid_Variability_Ann_Bar,No,No,98,"LEAD TO FILL IN (e.g., Wetter than normal conditions in the warm wet climate future)",Standardized Precipitation Evapotranspiration Index (SPEI) measures drought by comparing how much water comes in (rain) to how much is lost to evaporation
SPEI-CF1-gridmet-Annual-bar.png,SPEI-CF1-gridmet-Annual-bar,png,Drought,SPEI,CF1-end,Variability,Ann,Bar,Drought_SPEI_CF1-end_Variability_Ann_Bar,No,No,99,"LEAD TO FILL IN (e.g., Wetter than normal conditions in the warm wet climate future)",Standardized Precipitation Evapotranspiration Index (SPEI) measures drought by comparing how much water comes in (rain) to how much is lost to evaporation
SPEI-CF2-Annual-bar.png,SPEI-CF2-Annual-bar,png,Drought,SPEI,CF2-mid,Variability,Ann,Bar,Drought_SPEI_CF2-mid_Variability_Ann_Bar,No,No,100,"LEAD TO FILL IN (e.g., Drier than normal conditions (increased likelihood of drought) in the hot dry climate future)",Standardized Precipitation Evapotranspiration Index (SPEI) measures drought by comparing how much water comes in (rain) to how much is lost to evaporation
SPEI-CF2-gridmet-Annual-bar.png,SPEI-CF2-gridmet-Annual-bar,png,Drought,SPEI,CF2-end,Variability,Ann,Bar,Drought_SPEI_CF2-end_Variability_Ann_Bar,No,No,101,"LEAD TO FILL IN (e.g., Drier than normal conditions (increased likelihood of drought) in the hot dry climate future)",Standardized Precipitation Evapotranspiration Index (SPEI) measures drought by comparing how much water comes in (rain) to how much is lost to evaporation
SPEI-Panel.png,SPEI-Panel,png,Drought,SPEI,CFs-end,Variability,Ann,Bar,Drought_SPEI_CFs-end_Variability_Ann_Bar,Yes,Yes,102,"LEAD TO FILL IN (e.g., Increased likelihood of drought in the hot dry climate future)",Standardized Precipitation Evapotranspiration Index (SPEI) measures drought by comparing how much water comes in (rain) to how much is lost to evaporation
SWEaccum.in-Timeseries.png,SWEaccum.in-Timeseries,png,Snow,SWE,in,Variability,Ann,TS-century,Snow_SWE_in_Variability_Ann_TS-century,Yes,Yes,103,"LEAD TO FILL IN (e.g., Average annual snow water equivalent (snowpack) decreases in both climate futures)",Snow water equivalent (SWE) is the amount of water stored in the snowpack if it were melted
SWEaccum.in-spaghetti.jpg,SWEaccum.in-spaghetti,jpg,Snow,SWE,in,Raw,Day,Line,Snow_SWE_in_Raw_Day_Line,Yes,No,104,"LEAD TO FILL IN (e.g., Average annual snow water equivalent (snowpack) decreases in both climate futures)",Snow water equivalent (SWE) is the amount of water stored in the snowpack if it were melted
max_pack.in-Annual-bar.png,max_pack.in-Annual-bar,png,Snow,SWE,in,Max,Ann,Bar,Snow_SWE_in_Max_Ann_Bar,No,No,105,"LEAD TO FILL IN (e.g., Average annual max snow water equivalent (snowpack) decreases in both climate futures)",Snow water equivalent (SWE) is the amount of water stored in the snowpack if it were melted
max_SWEaccum.in-Annual-line.png,max_SWEaccum.in-Annual-line,png,Snow,SWE,in,Max,Ann,TS,Snow_SWE_in_Max_Ann_TS,No,No,106,"LEAD TO FILL IN (e.g., Average annual max snow water equivalent (snowpack) decreases in both climate futures)",Snow water equivalent (SWE) is the amount of water stored in the snowpack if it were melted
sum_SWEaccum.in-Monthly-line.png,sum_SWEaccum.in-Monthly-line,png,Snow,SWE,in,Delta,Mon,Line,Snow_SWE_in_Delta_Mon_Line,No,No,107,"LEAD TO FILL IN (e.g., Snow water equivalent (snowpack) decreases in winter and spring in both climate futures)",Snow water equivalent (SWE) is the amount of water stored in the snowpack if it were melted
SWEaccum.in-Density-max.png,SWEaccum.in-Density-max,png,Snow,SWE,Density,Max,Ann,Area,Snow_SWE_Density_Max_Ann_Area,No,No,108,"LEAD TO FILL IN (e.g., Maximum annual snow water equivalent (snowpack) decreases in both climate futures)",Snow water equivalent (SWE) is the amount of water stored in the snowpack if it were melted
RHmeanDelta-Monthly-bar.png,RHmeanDelta-Monthly-bar,png,Relative Humidity,Avg,Pct,Delta,Mon,Bar,Relative Humidity_Avg_Pct_Delta_Mon_Bar,Yes,No,109,"LEAD TO FILL IN (e.g., Average monthly relative humidity increases in warm wet and decreases in hot dry climate future)",Relative humidity (RH) is the percentage of moisture in the air compared to how much it could hold at that temperature
RHmeanDelta-Seasonal-bar.png,RHmeanDelta-Seasonal-bar,png,Relative Humidity,Avg,Pct,Delta,Seas,Bar,Relative Humidity_Avg_Pct_Delta_Seas_Bar,No,No,110,"LEAD TO FILL IN (e.g., Average seasonal relative humidity increases in warm wet and decreases in hot dry climate future)",Relative humidity (RH) is the percentage of moisture in the air compared to how much it could hold at that temperature
